title,location,price,agent
4 Bedroom House,  Five Star Phase 2 Estate,18000000,crystal-valuers-ltd
Land,  Riruta,27000000,jestrim-properties
Land,  Zimmermann,9400000,icon-valuers
Land,  Mbagathi Ridge,650000000,tidetwo-enterprises
Office,  Ndege Road,61500000,pam-golding-properties
Flat & Apartment,  Westlands Area,9800000,vaal-real-estate
Commercial Land,  Parklands,800000000,pinnacle-valuers
Commercial Land,  Tassia,7500000,miamu-properties-limited
Land,  Parklands,206000000,sparrow-property-consultants
Land,  Runda,35000000,nulands-limited
4 Bedroom Townhouse,  Kiambu Road,38000000,acasa-realtors
3 Bedroom Flat & Apartment,  Westlands Area,27000000,vaal-real-estate
Land,  Rhapta Road,450000000,pam-golding-properties
Residential Land,  Waithaka,31000000,tysons-limited
Land,  Ngong Road,35000000,ring-kenya-ltd
Commercial Land,  Naivasha Road,50000000,waga-holdings-limited
Land,  Uthiru/Ruthimitu,160000000,tidetwo-enterprises
4 Bedroom Townhouse,  Kiambu Road,35500000,axis-real-estate
2 Bedroom Flat & Apartment,  Riverside,18000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Jabavu Lane,12500000,peech-limited
Land,  Ngong Road,60000000,ring-kenya-ltd
3 Bedroom Flat & Apartment,  Lavington,32000000,fahari-realtors-ltd
3 Bedroom Flat & Apartment,  Riara Road,22000000,fahari-realtors-ltd
Land,  Warai North ,90000000,knight-frank
"Commercial Land
 ",  Parklands,92000000,coralinternational-ltd
Residential Land,  Parklands,270000000,waga-holdings-limited
Commercial Land,  Mombasa Road,49000000,own-properties-ltd
Land,  Ruaka Road,35000000,knight-frank
2 Bedroom Flat & Apartment,  Denis Pritt Road,7500000,gna-real-estate
Commercial Land,  Westlands Area,390000000,paradigm-homes
Land,  Ololua Road,42000000,knight-frank
Land,  Kilimani,650000000,fahari-realtors-ltd
Residential Land,  Hotani Road,34000000,crystal-valuers-ltd
3 Bedroom Flat & Apartment,  Lavington,17500000,arkbridge-properties-limited
Land,  Chalbi Drive,230000000,pam-golding-properties
Residential Land,  Mushroom,27000000,wealthlink-realtors-ltd
Land,  Karen,62000000,tidetwo-enterprises
Land,  Karen,62000000,tidetwo-enterprises
Residential Land,  Gitanga Road,300000000,icon-valuers
4 Bedroom Flat & Apartment,  General Mathenge,42000000,vaal-real-estate
Land,  Nyari,65000000,pam-golding-properties
5 Bedroom House,  Kileleshwa,180000000,coralinternational-ltd
Land,  Ridgeways,24000000,azizi-realtors
Residential Land,  Mvuli Road,320000000,simkar-group-limited
Residential Land,  Karen Ridge Estate,36000000,crystal-valuers-ltd
Residential Land,  Waiyaki Way,4000000,pro-property-solutions-ltd
Flat & Apartment,  Kiambu Road,4700000,el-roi-properties
Commercial Land,  Kiambu Road,45000000,fit-property
Land,  Karen,18500000,axis-real-estate
Residential Land,  Westlands Area,210000000,simkar-group-limited
Residential Land,  Karen,32000000,leilach-properties
3 Bedroom Flat & Apartment,  Rhapta Road,20000000,skyzone-properties-limited
3 Bedroom Flat & Apartment,  Lavington,23000000,azizi-realtors
Residential Land,  Waiyaki Way,3800000,pro-property-solutions-ltd
Commercial Land,  Mombasa Road,150000000,edlon-group-limited
2 Bedroom Flat & Apartment,  Ngong Road,14500000,vaal-real-estate
2 Bedroom Flat & Apartment,  Westlands Area,25000000,pinder-bassi
Commercial Land,  Lavington,130000000,jestrim-properties
8 Bedroom Bungalow,  Lavington,400000000,pinder-bassi
Residential Land,  Kiambu Road,100000000,simkar-group-limited
5 Bedroom House,  Kitisuru,100000000,trisums-investments-company-limited
Residential Land,  Nguruwe,112500000,simkar-group-limited
Land,  Karen,46000000,pam-golding-properties
Residential Land,  Karen,45000000,leilach-properties
Commercial Land,  Ack Diocese Of Mount Kenya,5500000,crystal-valuers-ltd
Flat & Apartment,  Mombasa Road,6950000,axis-real-estate
Land,  Karen,33000000,leilach-properties
4 Bedroom House,  Runda,110000000,ashgate-limited
2 Bedroom Flat & Apartment,  Kabarserian Avenue,14000000,ace-realtors-limited
3 Bedroom Flat & Apartment,  Kilimani,15500000,zuri-homes
2 Bedroom Flat & Apartment,  Kindaruma Road,12900000,premium-properties
Flat & Apartment,  Kilimani,4500000,ace-realtors-limited
Office,  Upper Hill,1200000000,ace-realtors-limited
3 Bedroom Flat & Apartment,  Nyayo Estate,8500000,nairobi-property
2 Bedroom Flat & Apartment,  Kilimani,12950000,arkbridge-properties-limited
4 Bedroom Townhouse,  Kilimani Estate,29500000,ace-realtors-limited
4 Bedroom Townhouse,  Waiyaki Way. Loresho Estate,28000000,ace-realtors-limited
3 Bedroom Townhouse,  South B,15000000,arkbridge-properties-limited
3 Bedroom Flat & Apartment,  Kilimani,14950000,ace-realtors-limited
4 Bedroom Flat & Apartment,  Kileleshwa,12500000,zuri-homes
2 Bedroom Flat & Apartment,  Green House,12500000,commercial-property-kenya
2 Bedroom Flat & Apartment,  Junction Mall,13500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Dennis Pritt,17900000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Wood Avenue,11200000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Kindaruma Road,11200000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Junction Mall,12900000,commercial-property-kenya
2 Bedroom Flat & Apartment,  Kilimani,11900000,zuri-homes
3 Bedroom Flat & Apartment,  Dennis Pritt,18000000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Woodavenue,10500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Junction Mall,11500000,commercial-property-kenya
4 Bedroom Townhouse,  Lavington Near Jaffrey Sports Club,64000000,ace-realtors-limited
3 Bedroom Flat & Apartment,  Wood Avenue,11400000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Wood Avenue,11200000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Kilimani,16500000,zuri-homes
3 Bedroom Flat & Apartment,  Riverside,38500000,azizi-realtors
4 Bedroom Flat & Apartment,  Kileleshwa,21500000,arkbridge-properties-limited
3 Bedroom Flat & Apartment,  Kilimani,25900000,citiscape-valuers-and-estate-agents-ltd
5 Bedroom Townhouse,  Ridgeways,100000000,mindas-investments-properties
4 Bedroom Townhouse,  Lavington,55000000,hold-kenya-investments-limited
4 Bedroom Flat & Apartment,  Junction Mall,21500000,commercial-property-kenya
4 Bedroom Flat & Apartment,  Wood Avenue,13400000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Argwings Kodhek,17000000,commercial-property-kenya
4 Bedroom Townhouse,  Waiyaki Way. Loresho Estate,28000000,ace-realtors-limited
2 Bedroom Flat & Apartment,  Dennis Pritt Road,16500000,smartunit-homes
2 Bedroom Flat & Apartment,  Dennis Pritt,16500000,affordable-apartments-kenya
2 Bedroom Flat & Apartment,  Dennis Pritt Road,16500000,valuespace-estates
2 Bedroom Flat & Apartment,  Dennis Pritt,16500000,modernhomes-properties
4 Bedroom Flat & Apartment,  Argwings Kodhek,21500000,commercial-property-kenya
2 Bedroom Flat & Apartment,  Dennis Pritt Road,16500000,absolute-properties-kenya
4 Bedroom Flat & Apartment,  Argwings Kodhek,21500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Argwings Kodhek,10000000,commercial-property-kenya
2 Bedroom Flat & Apartment,  Kilimani,14500000,citiscape-valuers-and-estate-agents-ltd
4 Bedroom Townhouse,  Thika Road,12500000,fitsher-homes-ltd
Flat & Apartment,  Kilimani,11500000,citiscape-valuers-and-estate-agents-ltd
3 Bedroom Flat & Apartment,  Argwings Kodhek,20000000,commercial-property-kenya
2 Bedroom Flat & Apartment,  Kileleshwa,10000000,citiscape-valuers-and-estate-agents-ltd
2 Bedroom Flat & Apartment,  Lavington,13750000,citiscape-valuers-and-estate-agents-ltd
2 Bedroom Flat & Apartment,  Ojijo Close,16000000,smartunit-homes
2 Bedroom Flat & Apartment,  Ojijo Close,16000000,modernhomes-properties
2 Bedroom Flat & Apartment,  Ojijo Close,16000000,absolute-properties-kenya
3 Bedroom Flat & Apartment,  Lavington,24500000,premier-gold-real-estate
3 Bedroom Flat & Apartment,  Lavington,17000000,premier-gold-real-estate
5 Bedroom Townhouse,  Kyuna Road,55000000,premium-properties
4 Bedroom Flat & Apartment,  Lavington,20000000,balis-properties
2 Bedroom Flat & Apartment,  Kilimani,12500000,zuri-homes
5 Bedroom Townhouse,  Kyuna Road,55000000,the_property_cloud
3 Bedroom Flat & Apartment,  Kileleshwa,12500000,arkbridge-properties-limited
4 Bedroom Flat & Apartment,  Kilimani,17000000,premier-gold-real-estate
2 Bedroom Flat & Apartment,  Kilimani,12000000,urban-green-realty-limited
5 Bedroom House,  Mzima Springs Rd ,240000000,lavingtonmanagement
2 Bedroom Flat & Apartment,  Kilimani,11000000,premier-gold-real-estate
3 Bedroom Flat & Apartment,  Dennis Pritt,12500000,peech-properties
4 Bedroom Townhouse,  Rosslyn,100000000,leoma-properties
5 Bedroom House,  Karen,65000000,green-sleeve-property
2 Bedroom Flat & Apartment,  Laikipia Road,8500000,peech-properties
3 Bedroom Flat & Apartment,  Kilimani,15300000,valuespace-estates
Commercial Property,  Kahawa West,26000000,nairobi-assets
3 Bedroom Flat & Apartment,  Near Yaya Center,12000000,peech-properties
3 Bedroom Flat & Apartment,  Kileleshwa,17500000,peech-limited
3 Bedroom Flat & Apartment,  Jabavu Lane,12000000,peech-properties
3 Bedroom Flat & Apartment,  Rhapta Road,27000000,apricotsolutions-limited
3 Bedroom Flat & Apartment,  Kilimani,16500000,modernhomes-properties
3 Bedroom Flat & Apartment,  Kilimani,15500000,zuri-homes
Commercial Property,  Ngara,120000000,landmark-realtors-ltd
Studio,  Fedha,1850000,arkbridge-properties-limited
2 Bedroom Flat & Apartment,  Lavington,9500000,citiscape-valuers-and-estate-agents-ltd
2 Bedroom Flat & Apartment,  Othaya Road,7500000,peech-properties
2 Bedroom Flat & Apartment,  Kilimani,9500000,valuespace-estates
2 Bedroom Flat & Apartment,  Kilimani,9500000,valuespace-estates
5 Bedroom House,  Lavington,59990000,el-roi-properties
3 Bedroom Flat & Apartment,  Kangundo Road,27000000,blue-falcon-estate-agent
2 Bedroom Flat & Apartment,  Kilimani,9500000,modernhomes-properties
4 Bedroom Flat & Apartment,  Laikipia Road,12500000,peech-properties
3 Bedroom Flat & Apartment,  Kilimani,15300000,modernhomes-properties
2 Bedroom Flat & Apartment,  Othaya Road,7500000,peech-properties
3 Bedroom Flat & Apartment,  Kilimani,16500000,valuespace-estates
3 Bedroom Flat & Apartment,  Kilimani,15300000,modernhomes-properties
2 Bedroom Flat & Apartment,  Kilimani,9500000,modernhomes-properties
3 Bedroom Flat & Apartment,  Kilimani,15300000,smartunit-homes
3 Bedroom Flat & Apartment,  Kilimani,15300000,smartunit-homes
2 Bedroom Flat & Apartment,  Othaya Road,7500000,peech-properties
3 Bedroom Flat & Apartment,  Kilimani,16500000,smartunit-homes
4 Bedroom Flat & Apartment,  General Mathenge,35000000,buy-rent-shelters
Warehouse,  Serem Road,170000000,dunhill-consulting-limited
2 Bedroom Flat & Apartment,  Othaya Road,7500000,premium-properties
Townhouse,  Langata Area,23850000,citiscape-valuers-and-estate-agents-ltd
4 Bedroom Flat & Apartment,  Kileleshwa,21500000,valuespace-estates
4 Bedroom Flat & Apartment,  Riara Road,15900000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Lavington,17500000,modernhomes-properties
3 Bedroom Flat & Apartment,  Lavington,17500000,valuespace-estates
3 Bedroom Flat & Apartment,  Lavington,17500000,affordable-apartments-kenya
2 Bedroom Flat & Apartment,  Kilimani,9500000,smartunit-homes
2 Bedroom Flat & Apartment,  Kilimani,9500000,smartunit-homes
4 Bedroom Flat & Apartment,  Kileleshwa,21500000,modernhomes-properties
2 Bedroom Flat & Apartment,  Kilimani,8300000,valuespace-estates
2 Bedroom Flat & Apartment,  Kilimani,8300000,smartunit-homes
4 Bedroom Townhouse,  Kileleshwa,42000000,citiscape-valuers-and-estate-agents-ltd
4 Bedroom Flat & Apartment,  Kileleshwa,21500000,smartunit-homes
2 Bedroom Flat & Apartment,  Kilimani,12000000,bright-homes-management
4 Bedroom Flat & Apartment,  Lavington,20500000,valuespace-estates
4 Bedroom Flat & Apartment,  Lavington,20500000,modernhomes-properties
3 Bedroom Flat & Apartment,  Lavington,17500000,smartunit-homes
3 Bedroom Flat & Apartment,  Lavington,17500000,absolute-properties-kenya
4 Bedroom Flat & Apartment,  Othaya Road,21500000,peech-properties
4 Bedroom Flat & Apartment,  Lavington,20500000,smartunit-homes
4 Bedroom Flat & Apartment,  Othaya Road,19900000,peech-properties
2 Bedroom Flat & Apartment,  Kileleshwa,7500000,modernhomes-properties
Flat & Apartment,  Kilimani,6300000,modernhomes-properties
4 Bedroom Flat & Apartment,  Lavington,21500000,absolute-properties-kenya
2 Bedroom Flat & Apartment,  Kileleshwa,7500000,smartunit-homes
2 Bedroom Flat & Apartment,  Kileleshwa,7500000,valuespace-estates
4 Bedroom Townhouse,  Runda,35000000,nairobi-property
6 Bedroom Townhouse,  Karen,125000000,azizi-realtors
5 Bedroom Townhouse,  Loresho,102500000,citiscape-valuers-and-estate-agents-ltd
4 Bedroom Townhouse,  Loresho,28000000,citiscape-valuers-and-estate-agents-ltd
3 Bedroom Flat & Apartment,  Narayan Road ,25000000,dunhill-consulting-limited
5 Bedroom House,  Karen,110000000,kenya-classic-homes
4 Bedroom Flat & Apartment,  Valley Arcade,21000000,arkbridge-properties-limited
6 Bedroom House,  Runda,200000000,sky-limits-ventures
5 Bedroom House,  Ridgeways,120000000,wealthlink-realtors-ltd
2 Bedroom Flat & Apartment,  Kileleshwa,11800000,trisums-investments-company-limited
5 Bedroom House,  Lavington Green,445000000,lavingtonmanagement
4 Bedroom Townhouse,  Lavington Green,65000000,lavingtonmanagement
2 Bedroom Bungalow,  Off Warai Road,42000000,peponi-co-real-estate
4 Bedroom Townhouse,  Karen,45000000,twinrocks-property-managers
5 Bedroom Townhouse,  Mbaazi Avenue,48000000,simkar-group-limited
Studio,  Naivasha Road,2000000,azizi-realtors
2 Bedroom Flat & Apartment,  Mkungu Close ,24000000,dunhill-consulting-limited
2 Bedroom Flat & Apartment,  Kiambu Road,10500000,axis-real-estate
3 Bedroom Flat & Apartment,  Parklands,26000000,affordable-apartments-kenya
3 Bedroom Flat & Apartment,  Parklands,28000000,affordable-apartments-kenya
Office,  Fourth Ngong Avenue,17511000,pam-golding-properties
Office,  Fourth Ngong Avenue,33735000,pam-golding-properties
3 Bedroom Flat & Apartment,  Precious Gardens Estate Riruta,9500000,crystal-valuers-ltd
5 Bedroom Townhouse,  Bogani Road,78000000,simkar-group-limited
3 Bedroom Flat & Apartment,  Laikipia Road,18000000,arcade-ventures-properties
3 Bedroom Flat & Apartment,  Parklands,30000000,fapcl-group
5 Bedroom House,  Karen,105000000,modernhomes-properties
5 Bedroom House,  Karen,105000000,valuespace-estates
Residential Land,  Ruaka Road,125000000,simkar-group-limited
6 Bedroom Commercial Land,  Maji Mzuri Rd,290000000,simkar-group-limited
3 Bedroom Flat & Apartment,  Kilimani,12700000,arkbridge-properties-limited
5 Bedroom House,  Karen,105000000,smartunit-homes
5 Bedroom Townhouse,  Lower Kabete,120000000,simkar-group-limited
2 Bedroom Flat & Apartment,  Syokimau,7500000,azizi-realtors
3 Bedroom Flat & Apartment,  East Church Road - Off Rhapta Road - Westlands ,17250000,dunhill-consulting-limited
4 Bedroom House,  Karen,65000000,blue-falcon-estate-agent
Residential Land,  Kerarapon Road ,29000000,ric-realtors
3 Bedroom Flat & Apartment,  Hekima Road,12000000,peech-properties
 3 Bedroom Flat & Apartment,  Kahawa West,9500000,crystal-valuers-ltd
3 Bedroom Flat & Apartment,  Richland Pointe Apartments,9500000,crystal-valuers-ltd
4 Bedroom House,  Karen,60000000,blue-falcon-estate-agent
Commercial Property,  Ngong Road,245000000,sparrow-property-consultants
4 Bedroom Flat & Apartment,  Ita Road - 1St Parklands ,20000000,dunhill-consulting-limited
4 Bedroom Flat & Apartment,  Donyo Sabuk Avenue,45000000,arcade-ventures-properties
5 Bedroom Bungalow,  Karen,105000000,realty-plus
3 Bedroom Flat & Apartment,  Kileleshwa,12800000,zuri-homes
5 Bedroom Bungalow,  Karen,85000000,valuespace-estates
5 Bedroom Bungalow,  Karen,85000000,modernhomes-properties
5 Bedroom Townhouse,  Kyuna Crescent,52000000,simkar-group-limited
Land,  Kiambu Road,350000000,cura-international-limited
5 Bedroom Bungalow,  Karen,85000000,smartunit-homes
Studio,  Othaya Road,3500000,peech-properties
2 Bedroom Flat & Apartment,  Kilimani,9500000,affordable-apartments-kenya
2 Bedroom Flat & Apartment,  Kilimani,11000000,arkbridge-properties-limited
4 Bedroom Townhouse,  Brookside Drive ,55000000,dunhill-consulting-limited
3 Bedroom Flat & Apartment,  Ngong Road,13500000,affordable-apartments-kenya
4 Bedroom Flat & Apartment,  Brookside Drive ,30000000,dunhill-consulting-limited
5 Bedroom Townhouse,  Lavington,60000000,halifax-estate-agency
3 Bedroom Flat & Apartment,  Kilimani,12700000,arkbridge-properties-limited
Flat & Apartment,  Denis Pritt Road,4500000,gna-real-estate
Residential Land,  Utawala,1900000,paradise-homes-properties-ltd
Commercial Land,  Ruai,750000,miamu-properties-limited
3 Bedroom Townhouse,  Githunguri Road,25000000,simkar-group-limited
3 Bedroom Flat & Apartment,  Kileleshwa,13000000,trisums-investments-company-limited
3 Bedroom Flat & Apartment,  Othaya Road,17500000,peech-properties
4 Bedroom House,  Donyo Sabuk Avenue,80000000,arcade-ventures-properties
3 Bedroom Flat & Apartment,  Kilimani,40000000,paradigm-homes
4 Bedroom Flat & Apartment,  Lavington,20500000,affordable-apartments-kenya
4 Bedroom House,  Munyaka Road,30000000,dunhill-consulting-limited
